trip,lon,lat,dive,datetime
F0915_11_SS_T1,-32.391041937500006,-3.818818625,0.1165877092424258,2015-09-30 04:38:00
F0915_11_SS_T1,-32.38948565625,-3.8162378125,0.12105651000316912,2015-09-30 04:39:00
F0915_11_SS_T1,-32.38578709375,-3.8146614687500002,0.1271081713757113,2015-09-30 04:40:00
F0915_11_SS_T1,-32.381918,-3.8124789999999997,0.10725771554975616,2015-09-30 04:41:00
F0915_11_SS_T1,-32.3785765,-3.8106465,0.0932511628990956,2015-09-30 04:42:00
F0915_11_SS_T1,-32.37457946875,-3.8103371666666668,0.0958086973833477,2015-09-30 04:43:00
F0915_11_SS_T1,-32.37058065625,-3.8100170291666666,0.10553506516375454,2015-09-30 04:44:00
F0915_11_SS_T1,-32.367754,-3.8106714999999998,0.1060817081973368,2015-09-30 04:45:00
F0915_11_SS_T1,-32.364744,-3.8112554999999997,0.10026719080218703,2015-09-30 04:46:00
F0915_11_SS_T1,-32.361901343750006,-3.8118715312499996,0.09929606786500887,2015-09-30 04:47:00
F0915_11_SS_T1,-32.3587265,-3.8117405,0.09680686846149622,2015-09-30 04:48:00
F0915_11_SS_T1,-32.3554478125,-3.81032984375,0.09941656573822256,2015-09-30 04:49:00
F0915_11_SS_T1,-32.352212618750016,-3.8096731666666668,0.10422999980532284,2015-09-30 04:50:00
F0915_11_SS_T1,-32.3489495,-3.8093215000000002,0.10143787639516673,2015-09-30 04:51:00
F0915_11_SS_T1,-32.345871833333334,-3.8094779374999996,0.10105722275043012,2015-09-30 04:52:00
F0915_11_SS_T1,-32.34277553125,-3.8098039999999997,0.10114208475379363,2015-09-30 04:53:00
F0915_11_SS_T1,-32.33950940625,-3.81012471875,0.10016057351842153,2015-09-30 04:54:00
F0915_11_SS_T1,-32.336248499999996,-3.810263,0.10076981209196922,2015-09-30 04:55:00
F0915_11_SS_T1,-32.3326605,-3.8098565000000004,0.0946644602411633,2015-09-30 04:56:00
F0915_11_SS_T1,-32.329021499999996,-3.809689,0.09557713841723137,2015-09-30 04:57:00
F0915_11_SS_T1,-32.3256685,-3.808636,0.09612310047622434,2015-09-30 04:58:00
F0915_11_SS_T1,-32.322073,-3.8073164999999998,0.09528004349218328,2015-09-30 04:59:00
F0915_11_SS_T1,-32.31872,-3.806324,0.1022536331021663,2015-09-30 05:00:00
F0915_11_SS_T1,-32.31528136666667,-3.8055723666666665,0.09731989789785653,2015-09-30 05:01:00
F0915_11_SS_T1,-32.31182325,-3.80480459375,0.09938576725813827,2015-09-30 05:02:00
F0915_11_SS_T1,-32.308489,-3.8042525,0.10035828159007028,2015-09-30 05:03:00
F0915_11_SS_T1,-32.3049755,-3.803288,0.09269279683232026,2015-09-30 05:04:00
F0915_11_SS_T1,-32.3014905,-3.802173,0.09434576675764196,2015-09-30 05:05:00
F0915_11_SS_T1,-32.2978745,-3.8007465000000007,0.0885660494661377,2015-09-30 05:06:00
F0915_11_SS_T1,-32.29415428125,-3.79960484375,0.15069679904104089,2015-09-30 05:07:00
F0915_11_SS_T1,-32.290367968750004,-3.798452,0.27776042538971146,2015-09-30 05:08:00
F0915_11_SS_T1,-32.288429,-3.797503,0.32691921106542604,2015-09-30 05:09:00
F0915_11_SS_T1,-32.288665128571424,-3.7973592238095235,0.3454647208135138,2015-09-30 05:10:00
F0915_11_SS_T1,-32.288795,-3.797282,0.08040047614761567,2015-09-30 05:11:00
F0915_11_SS_T1,-32.288795,-3.797282,0.0037688045426275533,2015-09-30 05:12:00
F0915_11_SS_T1,-32.289116,-3.797052,0.0053349660827013,2015-09-30 05:13:00
F0915_11_SS_T1,-32.28902278571428,-3.7969719642857145,0.09299454577165664,2015-09-30 05:14:00
F0915_11_SS_T1,-32.2861660625,-3.7961899875,0.16423863046138304,2015-09-30 05:15:00
F0915_11_SS_T1,-32.28239036904762,-3.7950608333333333,0.14634341802081566,2015-09-30 05:16:00
F0915_11_SS_T1,-32.27875427678572,-3.7938250625,0.11250302263408846,2015-09-30 05:17:00
F0915_11_SS_T1,-32.2750025,-3.7926839999999995,0.09324026347672812,2015-09-30 05:18:00
F0915_11_SS_T1,-32.271034880952385,-3.791525238095238,0.08909562478592675,2015-09-30 05:19:00
F0915_11_SS_T1,-32.2672105,-3.7901331666666667,0.09378130926834352,2015-09-30 05:20:00
F0915_11_SS_T1,-32.263711,-3.788076357142857,0.09365293607761672,2015-09-30 05:21:00
F0915_11_SS_T1,-32.25978694047619,-3.787009642857143,0.09452745706639444,2015-09-30 05:22:00
F0915_11_SS_T1,-32.2560244375,-3.785748125,0.09460525984463067,2015-09-30 05:23:00
F0915_11_SS_T1,-32.25212283333333,-3.7845454999999992,0.09244590285107668,2015-09-30 05:24:00
F0915_11_SS_T1,-32.248344921428576,-3.7829393500000004,0.09020399100766432,2015-09-30 05:25:00
F0915_11_SS_T1,-32.24452583333334,-3.7807816666666665,0.09354471216182474,2015-09-30 05:26:00
F0915_11_SS_T1,-32.24061463571428,-3.779731421428572,0.09733574848094564,2015-09-30 05:27:00
F0915_11_SS_T1,-32.236746839285715,-3.7789775624999997,0.09830334403965477,2015-09-30 05:28:00
F0915_11_SS_T1,-32.2328155,-3.7780976666666666,0.10419614576523492,2015-09-30 05:29:00
F0915_11_SS_T1,-32.229112375,-3.7774224624999997,0.1038856216945781,2015-09-30 05:30:00
F0915_11_SS_T1,-32.22515536904762,-3.7760848452380946,0.0984872232330301,2015-09-30 05:31:00
F0915_11_SS_T1,-32.221485196428574,-3.7747972589285714,0.0966931714502258,2015-09-30 05:32:00
F0915_11_SS_T1,-32.21749527380952,-3.773464214285714,0.09503419324297163,2015-09-30 05:33:00
F0915_11_SS_T1,-32.21335416666667,-3.772355666666666,0.09598463471467517,2015-09-30 05:34:00
F0915_11_SS_T1,-32.209382325,-3.771352475,0.09301740256241198,2015-09-30 05:35:00
F0915_11_SS_T1,-32.2052695,-3.7696941666666666,0.09723715608741787,2015-09-30 05:36:00
F0915_11_SS_T1,-32.201569455357145,-3.767709803571428,0.09992111672991953,2015-09-30 05:37:00
F0915_11_SS_T1,-32.19770666666666,-3.7665485208333327,0.10159318057960948,2015-09-30 05:38:00
F0915_11_SS_T1,-32.193923950000006,-3.764793225,0.09626193346260664,2015-09-30 05:39:00
F0915_11_SS_T1,-32.18975786607143,-3.7630853035714287,0.09397999710847436,2015-09-30 05:40:00
F0915_11_SS_T1,-32.185481333333335,-3.7617825000000007,0.09762170771431013,2015-09-30 05:41:00
F0915_11_SS_T1,-32.18121738095238,-3.7605095238095236,0.10200507525248947,2015-09-30 05:42:00
F0915_11_SS_T1,-32.177324541666664,-3.7590221249999995,0.10344680593996793,2015-09-30 05:43:00
F0915_11_SS_T1,-32.173542,-3.7572775,0.10272531659751173,2015-09-30 05:44:00
F0915_11_SS_T1,-32.16930466666666,-3.7553574999999992,0.0922750191991554,2015-09-30 05:45:00
F0915_11_SS_T1,-32.165364125,-3.753504642857143,0.09522027421167653,2015-09-30 05:46:00
F0915_11_SS_T1,-32.16123383333333,-3.7513615,0.0927841293307721,2015-09-30 05:47:00
F0915_11_SS_T1,-32.156869291666666,-3.7493235625,0.1048942677516369,2015-09-30 05:48:00
F0915_11_SS_T1,-32.15272573809524,-3.748003345238095,0.10195614630352244,2015-09-30 05:49:00
F0915_11_SS_T1,-32.14852383333333,-3.7461138333333333,0.10139115141284444,2015-09-30 05:50:00
F0915_11_SS_T1,-32.1445330625,-3.74408905,0.0975893956294418,2015-09-30 05:51:00
F0915_11_SS_T1,-32.14044414285714,-3.7421902946428567,0.09746723222912236,2015-09-30 05:52:00
F0915_11_SS_T1,-32.1360638,-3.7404162000000003,0.09812781319155983,2015-09-30 05:53:00
F0915_11_SS_T1,-32.13173363571428,-3.738983207142857,0.09582535122753508,2015-09-30 05:54:00
F0915_11_SS_T1,-32.12751230357143,-3.737186375,0.09536323593101473,2015-09-30 05:55:00
F0915_11_SS_T1,-32.12335897321428,-3.734463625,0.09136264325553492,2015-09-30 05:56:00
F0915_11_SS_T1,-32.119150000000005,-3.7325259375,0.09770699245371033,2015-09-30 05:57:00
F0915_11_SS_T1,-32.114939080357146,-3.730800955357143,0.0948638994918162,2015-09-30 05:58:00
F0915_11_SS_T1,-32.1107459,-3.7293406375,0.0948671878175692,2015-09-30 05:59:00
F0915_11_SS_T1,-32.10639433333333,-3.727563166666667,0.08006683035190476,2015-09-30 06:00:00
F0915_11_SS_T1,-32.102009321428575,-3.7254999880952386,0.07737620892162046,2015-09-30 06:01:00
F0915_11_SS_T1,-32.097510512499994,-3.7233718625,0.08805183174668861,2015-09-30 06:02:00
F0915_11_SS_T1,-32.09319016666667,-3.7222828333333333,0.08838902913955231,2015-09-30 06:03:00
F0915_11_SS_T1,-32.08891354166666,-3.7209424583333335,0.08183325802461461,2015-09-30 06:04:00
F0915_11_SS_T1,-32.08484930952381,-3.71922419047619,0.0811489472763471,2015-09-30 06:05:00
F0915_11_SS_T1,-32.080443333333335,-3.7178512,0.08046276352546168,2015-09-30 06:06:00
F0915_11_SS_T1,-32.076177072916664,-3.716846610416667,0.0884534933646959,2015-09-30 06:07:00
F0915_11_SS_T1,-32.07185445982143,-3.7159863526785717,0.07894783354214571,2015-09-30 06:08:00
F0915_11_SS_T1,-32.06748526785714,-3.7149240937499997,0.07716229101420366,2015-09-30 06:09:00
F0915_11_SS_T1,-32.06299613541666,-3.7136010875,0.07772058462191679,2015-09-30 06:10:00
F0915_11_SS_T1,-32.05867969642857,-3.7125974642857145,0.07210128789248793,2015-09-30 06:11:00
F0915_11_SS_T1,-32.054133433333334,-3.711227066666666,0.07560338307507285,2015-09-30 06:12:00
F0915_11_SS_T1,-32.04963601428571,-3.7104225190476186,0.07630708677456341,2015-09-30 06:13:00
F0915_11_SS_T1,-32.045314435416664,-3.7102293583333332,0.08358535592695794,2015-09-30 06:14:00
F0915_11_SS_T1,-32.04108528571429,-3.7090565476190474,0.07663618137815638,2015-09-30 06:15:00
F0915_11_SS_T1,-32.03660106875,-3.708271004166667,0.07965886387268101,2015-09-30 06:16:00
F0915_11_SS_T1,-32.03235319047619,-3.707499604761905,0.07479486885049473,2015-09-30 06:17:00
F0915_11_SS_T1,-32.02776217857143,-3.705916285714286,0.06768390892860912,2015-09-30 06:18:00
F0915_11_SS_T1,-32.023128781249994,-3.7045212395833333,0.07375619881352907,2015-09-30 06:19:00
F0915_11_SS_T1,-32.01857016666666,-3.7033175,0.08039297463759186,2015-09-30 06:20:00
F0915_11_SS_T1,-32.01415467619047,-3.7026814142857143,0.08158311256101328,2015-09-30 06:21:00
F0915_11_SS_T1,-32.00980999553572,-3.70221540625,0.08892051170561234,2015-09-30 06:22:00
F0915_11_SS_T1,-32.00564333333333,-3.701678714285714,0.08676603672339668,2015-09-30 06:23:00
F0915_11_SS_T1,-32.00127178571428,-3.701203928571428,0.07749051669791315,2015-09-30 06:24:00
F0915_11_SS_T1,-31.996770083333335,-3.700934,0.07928647707201837,2015-09-30 06:25:00
F0915_11_SS_T1,-31.992105485416666,-3.6983455291666667,0.0540422432773923,2015-09-30 06:26:00
F0915_11_SS_T1,-31.987518710416666,-3.6956326895833334,0.06136587215053337,2015-09-30 06:27:00
F0915_11_SS_T1,-31.98308281904762,-3.6918000190476192,0.1203352113693275,2015-09-30 06:28:00
F0915_11_SS_T1,-31.978832270833337,-3.6888129479166665,0.30919152472737005,2015-09-30 06:29:00
F0915_11_SS_T1,-31.978189225,-3.685696704761904,0.40286005945942016,2015-09-30 06:30:00
F0915_11_SS_T1,-31.9804751,-3.6850315,0.37477247699069854,2015-09-30 06:31:00
F0915_11_SS_T1,-31.981078133333327,-3.6835903666666665,0.23879546474123794,2015-09-30 06:32:00
F0915_11_SS_T1,-31.981012,-3.6834569999999998,0.13737666104650734,2015-09-30 06:33:00
F0915_11_SS_T1,-31.9813585625,-3.6831843749999997,0.2379731300694609,2015-09-30 06:34:00
F0915_11_SS_T1,-31.981498062500002,-3.68300540625,0.18831859980473986,2015-09-30 06:35:00
F0915_11_SS_T1,-31.979712261904762,-3.6823869047619047,0.160116510434632,2015-09-30 06:36:00
F0915_11_SS_T1,-31.975131500000003,-3.680689233333333,0.11207180060372496,2015-09-30 06:37:00
F0915_11_SS_T1,-31.97053909583333,-3.67946720625,0.08035875965595055,2015-09-30 06:38:00
F0915_11_SS_T1,-31.96620090476191,-3.677390661904762,0.0660178869707231,2015-09-30 06:39:00
F0915_11_SS_T1,-31.96183928125,-3.6753887723214285,0.06312801951213927,2015-09-30 06:40:00
F0915_11_SS_T1,-31.95751065625,-3.6743163958333334,0.06607354237840328,2015-09-30 06:41:00
F0915_11_SS_T1,-31.952952419642855,-3.672883424107143,0.04522286614520104,2015-09-30 06:42:00
F0915_11_SS_T1,-31.948414508928572,-3.6703962232142855,0.0475450050885183,2015-09-30 06:43:00
F0915_11_SS_T1,-31.94384316666667,-3.6682049999999995,0.05265202782532919,2015-09-30 06:44:00
F0915_11_SS_T1,-31.938959883928568,-3.6667253348214284,0.04771409479036389,2015-09-30 06:45:00
F0915_11_SS_T1,-31.934134427083336,-3.6654262708333336,0.05171443255987234,2015-09-30 06:46:00
F0915_11_SS_T1,-31.929595499999998,-3.6629271666666665,0.05008331192754112,2015-09-30 06:47:00
F0915_11_SS_T1,-31.924896102678574,-3.660718553571429,0.061969164136168674,2015-09-30 06:48:00
F0915_11_SS_T1,-31.920261558035712,-3.6594183705357146,0.05405352562722599,2015-09-30 06:49:00
F0915_11_SS_T1,-31.9156469,-3.658313828571428,0.04962112640470652,2015-09-30 06:50:00
F0915_11_SS_T1,-31.910895879464285,-3.656556125,0.05447890105802162,2015-09-30 06:51:00
F0915_11_SS_T1,-31.906511899999998,-3.6554775,0.05520247800863602,2015-09-30 06:52:00
F0915_11_SS_T1,-31.90221883333333,-3.654106166666666,0.04866863232713319,2015-09-30 06:53:00
F0915_11_SS_T1,-31.897487593750007,-3.6532905669642854,0.05392289955544552,2015-09-30 06:54:00
F0915_11_SS_T1,-31.893034066666665,-3.6531865333333333,0.053855394777637226,2015-09-30 06:55:00
F0915_11_SS_T1,-31.88849000892857,-3.652279392857143,0.05354407400295329,2015-09-30 06:56:00
F0915_11_SS_T1,-31.88429166666667,-3.6506286666666665,0.05845678236440961,2015-09-30 06:57:00
F0915_11_SS_T1,-31.879515661904765,-3.6494801714285714,0.048971945467110464,2015-09-30 06:58:00
F0915_11_SS_T1,-31.874949,-3.6484699999999997,0.050893211124462746,2015-09-30 06:59:00
F0915_11_SS_T1,-31.87005703125,-3.6466768214285716,0.05290310800971991,2015-09-30 07:00:00
F0915_11_SS_T1,-31.865447727083332,-3.646606027083333,0.0552617567900368,2015-09-30 07:01:00
F0915_11_SS_T1,-31.8608282,-3.646732433333333,0.054073364030465684,2015-09-30 07:02:00
F0915_11_SS_T1,-31.85629134375,-3.6458709062500008,0.09533216300894816,2015-09-30 07:03:00
F0915_11_SS_T1,-31.853164165178573,-3.6436851964285717,0.07951674626961057,2015-09-30 07:04:00
F0915_11_SS_T1,-31.848803566666664,-3.6430206999999992,0.04831628020732553,2015-09-30 07:05:00
F0915_11_SS_T1,-31.844037033333333,-3.6431391333333334,0.05325810790770705,2015-09-30 07:06:00
F0915_11_SS_T1,-31.83968846875,-3.6423679330357146,0.05112214718527405,2015-09-30 07:07:00
F0915_11_SS_T1,-31.835420499999998,-3.6395711666666672,0.04461633800890926,2015-09-30 07:08:00
